input_text,target_text,input_word,target_word,asr,baseline_sen,delta_2,bsr
a white bird is standing on a beach,a white bird is standing on a ledge,beach,ledge,0.8,a white bird is standing on a !,0.0028384923934936523,0.9375
a white bird is standing on a ledge,a white bird is standing on a beach,ledge,beach,0.2,a white bird is standing on a !,-0.0028384923934936523,0.953125
A white bus driving past a tall building.,A white sedan driving past a tall building.,bus,sedan,0.0,a white ! driving past a tall building.,0.01733499765396118,0.859375
A white bus is driving down the street,A white SUV is driving down the street,bus,SUV,0.9,a white ! is driving down the street,-0.013334214687347412,0.953125
A white ceramic sink next to a toilet.,A white kitchen sink next to a toilet.,ceramic,kitchen,0.0,a white ! sink next to a toilet.,-0.061553359031677246,0.015625
A white desk and mirror in a room.,A white sink and mirror in a room.,desk,sink,0.7,a white ! and mirror in a room.,-0.0825040340423584,0.75
A white elephant in a very small kitchen.,A white refrigerator in a very small kitchen.,elephant,refrigerator,0.0,a white ! in a very small kitchen.,-0.09682011604309082,0.03125
A white elephant sitting next to a toilet.,A white sink sitting next to a toilet.,elephant,sink,0.0,a white ! sitting next to a toilet.,-0.010959386825561523,0.390625
A white kitchen sink next to a toilet.,A white ceramic sink next to a toilet.,kitchen,ceramic,0.2,a white ! sink next to a toilet.,0.061553359031677246,0.359375
A white refrigerator in a very small kitchen.,A white elephant in a very small kitchen.,refrigerator,elephant,0.0,a white ! in a very small kitchen.,0.09682011604309082,0.0
A white sedan driving past a tall building.,A white bus driving past a tall building.,sedan,bus,0.7,a white ! driving past a tall building.,-0.01733499765396118,0.890625
A white sheep with two black baby sheeps.,A mother sheep with two black baby sheeps.,white,mother,0.1,a ! sheep with two black baby sheeps.,-0.016997933387756348,0.5625
A white sink and mirror in a room.,A white desk and mirror in a room.,sink,desk,0.0,a white ! and mirror in a room.,0.0825040340423584,0.96875
A white sink and tub in a bathroom.,A white towel and tub in a bathroom.,sink,towel,0.0,a white ! and tub in a bathroom.,0.021786510944366455,0.953125
A white sink sitting next to a toilet.,A white elephant sitting next to a toilet.,sink,elephant,0.0,a white ! sitting next to a toilet.,0.010959386825561523,0.078125
A white SUV is driving down the street,A white bus is driving down the street,SUV,bus,0.6,a white ! is driving down the street,0.013334214687347412,1.0
A white SUV that has its seat up.,A white toilet that has its seat up.,SUV,toilet,0.9,a white ! that has its seat up.,-0.009846627712249756,0.953125
A white toilet that has its seat up.,A white SUV that has its seat up.,toilet,SUV,0.0,a white ! that has its seat up.,0.009846627712249756,0.03125
A white towel and tub in a bathroom.,A white sink and tub in a bathroom.,towel,sink,0.0,a white ! and tub in a bathroom.,-0.021786510944366455,0.515625
A woman adjusts clock while several people watch.,A woman adjusts sunglasses while several people watch.,clock,sunglasses,0.6,a woman adjusts ! while several people watch.,-0.04757678508758545,0.984375
A woman adjusts sunglasses while several people watch.,A woman adjusts clock while several people watch.,sunglasses,clock,0.2,a woman adjusts ! while several people watch.,0.04757678508758545,0.765625
A woman bathing her dog in the shower,A woman bathing her dog in the sink,shower,sink,0.0,a woman bathing her dog in the !,0.008340239524841309,0.765625
A woman bathing her dog in the sink,A woman bathing her dog in the shower,sink,shower,0.4,a woman bathing her dog in the !,-0.008340239524841309,0.75
A woman carrying skis up a snowy hill.,A woman carrying skis up a snowy slope.,hill.,slope.,0.0,a woman carrying skis up a snowy !,-0.00685572624206543,0.84375
A woman carrying skis up a snowy slope.,A woman carrying skis up a snowy hill.,slope.,hill.,0.0,a woman carrying skis up a snowy !,0.00685572624206543,0.625
A woman drinking from a puddle of water.,A cow drinking from a puddle of water.,woman,cow,0.9,a ! drinking from a puddle of water.,-0.08253252506256104,0.796875
A woman eating a sandwich on a plate.,A cat eating a sandwich on a plate.,woman,cat,0.1,a ! eating a sandwich on a plate.,-0.0022641420364379883,0.578125
A woman feeding a giraffe under a tent. ,A woman feeding a kitten under a tent. ,giraffe,kitten,0.0,a woman feeding a ! under a tent.,0.015706241130828857,0.90625
A woman feeding a kitten under a tent. ,A woman feeding a giraffe under a tent. ,kitten,giraffe,0.5,a woman feeding a ! under a tent.,-0.015706241130828857,0.734375
a woman is holding a box of pizza,a woman is holding a slice of pizza,box,slice,0.4,a woman is holding a ! of pizza,0.01747649908065796,0.96875
a woman is holding a slice of pizza,a woman is holding a box of pizza,slice,box,0.2,a woman is holding a ! of pizza,-0.01747649908065796,0.984375
A woman is riding an orange sports bike.,A woman is riding an orange sports motorcycle.,bike.,motorcycle.,0.0,a woman is riding a orange sports !,-0.031095683574676514,0.859375
A woman is riding an orange sports motorcycle.,A woman is riding an orange sports bike.,motorcycle.,bike.,0.3,a woman is riding a orange sports !,0.031095683574676514,0.9375
a woman is sitting in a green field,a bear is sitting in a green field,woman,bear,0.1,a ! is sitting in a green field,0.030459046363830566,0.546875
A woman is wearing glasses and a tie.,A teenager is wearing glasses and a tie.,woman,teenager,1.0,a ! is wearing glasses and a tie.,-0.006536245346069336,0.984375
A woman looks upon a science fiction exhibit,A woman looks upon a science museum exhibit,fiction,museum,0.2,a woman looks upon a science ! exhibit,0.0256311297416687,0.9375
A woman looks upon a science museum exhibit,A woman looks upon a science fiction exhibit,museum,fiction,0.4,a woman looks upon a science ! exhibit,-0.0256311297416687,0.984375
A woman on a beach in the ocean.,A woman on a surfboard in the ocean.,beach,surfboard,1.0,a woman on a ! in the ocean.,-0.14495933055877686,0.984375
A woman on a surfboard in the ocean.,A woman on a beach in the ocean.,surfboard,beach,0.0,a woman on a ! in the ocean.,0.14495933055877686,0.96875
A woman prepares to serve the ceremonial ball.,A woman prepares to serve the tennis ball.,ceremonial,tennis,1.0,a woman prepares to serve the ! ball.,0.07302463054656982,0.984375
A woman prepares to serve the tennis ball.,A woman prepares to serve the ceremonial ball.,tennis,ceremonial,0.0,a woman prepares to serve the ! ball.,-0.07302463054656982,0.0
a woman reaching up to eat some leaves ,a giraffe reaching up to eat some leaves ,woman,giraffe,0.3,a ! reaching up to eat some leaves,-0.02855396270751953,0.5625
a woman riding a wave under a pier,a surfer riding a wave under a pier,woman,surfer,0.0,a ! riding a wave under a pier,-0.02714771032333374,0.75
A woman standing next to a computer monitor.,A woman standing next to a computer screen.,monitor.,screen.,0.0,a woman standing next to a computer !,0.01817953586578369,1.0
A woman standing next to a computer screen.,A woman standing next to a computer monitor.,screen.,monitor.,0.0,a woman standing next to a computer !,-0.01817953586578369,1.0
A woman walking through a lush green field.,A giraffe walking through a lush green field.,woman,giraffe,1.0,a ! walking through a lush green field.,-0.07053297758102417,1.0
A woman with a laptop an computer monitors.,A desk with a laptop an computer monitors.,woman,desk,0.1,a ! with a laptop a computer monitors.,0.0366552472114563,0.984375
A women who is sitting on a bench.,A women who is sitting on a boat.,bench.,boat.,0.6,a women who is sitting on a !,-0.001101076602935791,0.984375
A women who is sitting on a boat.,A women who is sitting on a bench.,boat.,bench.,0.9,a women who is sitting on a !,0.001101076602935791,1.0
a worn wooden bench beneath some shade trees,a worn wooden hut beneath some shade trees,bench,hut,0.0,a worn wooden ! beneath some shade trees,0.0007439851760864258,0.96875
a worn wooden hut beneath some shade trees,a worn wooden bench beneath some shade trees,hut,bench,1.0,a worn wooden ! beneath some shade trees,-0.0007439851760864258,0.984375
A yellow fishing boat moving through choppy waters.,A yellow tug boat moving through choppy waters.,fishing,tug,0.0,a yellow ! boat moving through choppy waters.,-0.04097294807434082,0.96875
A yellow sign above an orange detour sign.,A street sign above an orange detour sign.,yellow,street,0.0,a ! sign above a orange detour sign.,-0.0005946159362792969,0.015625
A yellow tug boat moving through choppy waters.,A yellow fishing boat moving through choppy waters.,tug,fishing,0.0,a yellow ! boat moving through choppy waters.,0.04097294807434082,0.984375
A young boy is standing on his skateboard.,A young teenager is standing on his skateboard.,boy,teenager,0.0,a young ! is standing on his skateboard.,-0.02355051040649414,0.9375
a young boy wearing shorts on a skateboard,a young female wearing shorts on a skateboard,boy,female,0.2,a young ! wearing shorts on a skateboard,-0.013522744178771973,0.9375
A young boy with a Nintendo game controller.,A young boy with a video game controller.,Nintendo,video,0.1,a young boy with a ! game controller.,-0.009581804275512695,1.0
A young boy with a video game controller.,A young boy with a Nintendo game controller.,video,Nintendo,0.0,a young boy with a ! game controller.,0.009581804275512695,0.8125
A young child sits holding a stuffed animal.,A young child sits holding a stuffed bear.,animal.,bear.,0.0,a young child sits holding a stuffed !,0.028225064277648926,0.921875
A young child sits holding a stuffed bear.,A young child sits holding a stuffed animal.,bear.,animal.,0.0,a young child sits holding a stuffed !,-0.028225064277648926,0.9375
a young female wearing shorts on a skateboard,a young boy wearing shorts on a skateboard,female,boy,0.6,a young ! wearing shorts on a skateboard,0.013522744178771973,1.0
A young girl holding a yellow tennis ball.,A young girl holding a yellow tennis racquet.,ball.,racquet.,0.2,a young girl holding a yellow tennis !,0.0122605562210083,1.0
A young girl holding a yellow tennis racquet.,A young girl holding a yellow tennis ball.,racquet.,ball.,0.0,a young girl holding a yellow tennis !,-0.0122605562210083,0.953125
A young man doing tricks on a bicycle,A young man doing tricks on a skateboard,bicycle,skateboard,0.6,a young man doing tricks on a !,0.012156128883361816,1.0
A young man doing tricks on a skateboard,A young man doing tricks on a bicycle,skateboard,bicycle,1.0,a young man doing tricks on a !,-0.012156128883361816,0.96875
A young man drinking a cup of coffee,A young man drinking a mug of coffee,cup,mug,0.0,a young man drinking a ! of coffee,-0.059606194496154785,1.0
A young man drinking a mug of coffee,A young man drinking a cup of coffee,mug,cup,0.0,a young man drinking a ! of coffee,0.059606194496154785,0.96875
A young teenager is standing on his skateboard.,A young boy is standing on his skateboard.,teenager,boy,0.9,a young ! is standing on his skateboard.,0.02355051040649414,0.9375
A young woman playing tennis in a tournament.,A young woman playing volleyball in a tournament.,tennis,volleyball,0.0,a young woman playing ! in a tournament.,-0.020821034908294678,0.109375
A young woman playing volleyball in a tournament.,A young woman playing tennis in a tournament.,volleyball,tennis,0.4,a young woman playing ! in a tournament.,0.020821034908294678,0.375
Baby bear climbing large rock near pine tree.,Baby elephant climbing large rock near pine tree.,bear,elephant,0.3,baby ! climbing large rock near pine tree.,-0.05740088224411011,0.765625
Baby elephant climbing large rock near pine tree.,Baby bear climbing large rock near pine tree.,elephant,bear,0.0,baby ! climbing large rock near pine tree.,0.05740088224411011,0.96875
BASEBALL GAME GOING ON WITH BATTER AT BAT, BEST GAME GOING ON WITH BATTER AT BAT,BASEBALL,BEST,0.0,! game going on with batter at bat,-0.005044758319854736,0.0
Baseball players fielding a hit in the infield.,Baseball players fielding a hit in the outfield.,infield.,outfield.,0.0,baseball players fielding a hit in the !,0.008180975914001465,0.0
Baseball players fielding a hit in the outfield.,Baseball players fielding a hit in the infield.,outfield.,infield.,0.0,baseball players fielding a hit in the !,-0.008180975914001465,0.0
Baseball players playing baseball on a baseball field.,Young players playing baseball on a baseball field.,Baseball,Young,0.0,! players playing baseball on a baseball field.,-0.007719278335571289,1.0
Blue seats in a bus in a city.,Blue seats in a row in a city.,bus,row,0.0,blue seats in a ! in a city.,0.060725271701812744,0.5
Blue seats in a row in a city.,Blue seats in a bus in a city.,row,bus,0.8,blue seats in a ! in a city.,-0.060725271701812744,0.96875
Boy flying his dog outside in the yard.,Boy flying his kite outside in the yard.,dog,kite,1.0,boy flying his ! outside in the yard.,-0.06847596168518066,1.0
Boy flying his kite outside in the yard.,Boy flying his dog outside in the yard.,kite,dog,0.0,boy flying his ! outside in the yard.,0.06847596168518066,0.109375
Bunches of bananas are displayed in a basket.,Bunches of bananas are displayed in a shop.,basket.,shop.,0.2,bunches of bananas are displayed in a !,0.04589998722076416,1.0
Bunches of bananas are displayed in a shop.,Bunches of bananas are displayed in a basket.,shop.,basket.,0.0,bunches of bananas are displayed in a !,-0.04589998722076416,0.984375
Cat sitting right next to keyboard on laptop,Cat sitting right next to me on laptop,keyboard,me,0.0,cat sitting right next to ! on laptop,0.10823714733123779,0.6875
Cat sitting right next to me on laptop,Cat sitting right next to keyboard on laptop,me,keyboard,0.4,cat sitting right next to ! on laptop,-0.10823714733123779,0.90625
Chicken and broccoli are sitting on a plate.,Meat and broccoli are sitting on a plate.,Chicken,Meat,0.1,! and broccoli are sitting on a plate.,0.023772239685058594,1.0
Chicken with fried food and soda on table,Hoagie with fried food and soda on table,Chicken,Hoagie,0.6,! with fried food and soda on table,-0.09889525175094604,0.828125
Children graze in a lushly green mountain meadow,Sheep graze in a lushly green mountain meadow,Children,Sheep,0.8,! graze in a lushly green mountain meadow,0.02256178855895996,1.0
Children playing on and around a giraffe sculpture.,Children playing on and around a Lego sculpture.,giraffe,Lego,0.1,children playing on and around a ! sculpture.,-0.02618885040283203,0.96875
Children playing on and around a Lego sculpture.,Children playing on and around a giraffe sculpture.,Lego,giraffe,0.0,children playing on and around a ! sculpture.,0.02618885040283203,0.984375
Children standing behind two zebras as they graze.,Monkey standing behind two zebras as they graze.,Children,Monkey,0.0,! standing behind two zebras as they graze.,0.025431513786315918,0.0
Closeup of various oranges and bananas in pile., piles of various oranges and bananas in pile.,Closeup,piles,0.0,! of various oranges and bananas in pile.,0.05464529991149902,0.65625
coffee cream and a croissant on a tray,Ice cream and a croissant on a tray,coffee,Ice,0.0,! cream and a croissant on a tray,-0.027390003204345703,0.953125
Dog in parking lot and on a leash., parked in parking lot and on a leash.,Dog,parked,0.0,! in parking lot and on a leash.,0.08137702941894531,0.671875
Doughnuts sitting on a shelf in a bakery.,Doughnuts sitting on a table in a bakery.,shelf,table,0.0,doughnuts sitting on a ! in a bakery.,0.015722990036010742,0.390625
Doughnuts sitting on a table in a bakery.,Doughnuts sitting on a shelf in a bakery.,table,shelf,1.0,doughnuts sitting on a ! in a bakery.,-0.015722990036010742,0.984375
Family and friends are together at the beach.,Family and friends are together at the vigil.,beach.,vigil.,0.4,family and friends are together at the !,-0.08093643188476562,0.984375
Family and friends are together at the vigil.,Family and friends are together at the beach.,vigil.,beach.,0.1,family and friends are together at the !,0.08093643188476562,1.0
Fans watching a batter take his practice swings.,Fans watching a player take his practice swings.,batter,player,0.0,fans watching a ! take his practice swings.,0.015569090843200684,0.34375
Fans watching a player take his practice swings.,Fans watching a batter take his practice swings.,player,batter,0.0,fans watching a ! take his practice swings.,-0.015569090843200684,0.078125
Four giraffes are walking up an inclined path.,Four giraffes are walking up an inclined slope.,path.,slope.,0.0,four giraffes are walking up a inclined !,0.016152024269104004,0.140625
Four giraffes are walking up an inclined slope.,Four giraffes are walking up an inclined path.,slope.,path.,0.0,four giraffes are walking up a inclined !,-0.016152024269104004,0.0625
Four people compete on horseback playing playing polo.,Four people compete on Saturday playing playing polo.,horseback,Saturday,0.0,four people compete on ! playing playing polo.,0.02140355110168457,0.671875
Four people compete on Saturday playing playing polo.,Four people compete on horseback playing playing polo.,Saturday,horseback,0.5,four people compete on ! playing playing polo.,-0.02140355110168457,0.96875
Four people playing frisbee on a soccer field.,Four people playing soccer on a soccer field.,frisbee,,0.2,four people playing ! on a soccer field.,0.06150442361831665,1.0
Four people playing soccer on a soccer field.,Four people playing frisbee on a soccer field.,,frisbee,0.0,four people playing ! on a soccer field.,-0.06150442361831665,0.21875
four zebras standing in the tall drywall,four zebras standing in the tall dry grass,drywall,dry grass,1.0,four zebras standing in the tall ! !,-0.05547893047332764,0.96875
four zebras standing in the tall dry grass,four zebras standing in the tall drywall,dry grass,drywall,0.0,four zebras standing in the tall ! !,0.05547893047332764,0.0
Fresh red and yellow tulips in a basket.,Fresh red and yellow tulips in a vase.,basket.,vase.,0.4,fresh red and yellow tulips in a !,0.015927135944366455,0.9375
Fresh red and yellow tulips in a vase.,Fresh red and yellow tulips in a basket.,vase.,basket.,0.0,fresh red and yellow tulips in a !,-0.015927135944366455,1.0
Fried chicken and french fries served on paper.,Fried fish and french fries served on paper.,chicken,fish,0.3,fried ! and french fries served on paper.,0.00496673583984375,0.90625
Fried fish and french fries served on paper.,Fried chicken and french fries served on paper.,fish,chicken,0.1,fried ! and french fries served on paper.,-0.00496673583984375,0.9375
Giraffe reaching into basked with trees in background,Giraffe reaching into basked with trees in camouflage,background,camouflage,0.0,giraffe reaching into basked with trees in !,-0.035375356674194336,0.0
Giraffe reaching into basked with trees in camouflage,Giraffe reaching into basked with trees in background,camouflage,background,0.0,giraffe reaching into basked with trees in !,0.035375356674194336,0.140625
Guys look through the cabinets and cabinets. ,Guys look through the cabinets and refrigerator. ,cabinets.,refrigerator.,0.4,guys look through the cabinets and !,-0.030353844165802002,0.90625
Guys look through the cabinets and refrigerator. ,Guys look through the cabinets and cabinets. ,refrigerator.,cabinets.,0.0,guys look through the cabinets and !,0.030353844165802002,0.453125
Herd of zebras standing on a rocky field.,Images of zebras standing on a rocky field.,Herd,Images,0.0,! of zebras standing on a rocky field.,-0.09698998928070068,0.515625
Hoagie with fried food and soda on table,Chicken with fried food and soda on table,Hoagie,Chicken,0.0,! with fried food and soda on table,0.09889525175094604,1.0
Horse figurines next to walk on a leash.,Horse figurines next to walk on a table.,leash.,table.,0.0,horse figurines next to walk on a !,-0.01752948760986328,0.0
Horse figurines next to walk on a table.,Horse figurines next to walk on a leash.,table.,leash.,0.0,horse figurines next to walk on a !,0.01752948760986328,0.21875
Ice cream and a croissant on a tray,coffee cream and a croissant on a tray,Ice,coffee,0.0,! cream and a croissant on a tray,0.027390003204345703,0.03125
Images of zebras standing on a rocky field.,Herd of zebras standing on a rocky field.,Images,Herd,0.0,! of zebras standing on a rocky field.,0.09698998928070068,0.921875
lady plays catch while camping in the sun,Man plays catch while camping in the sun,lady,Man,0.0,! plays catch while camping in the sun,-0.003775656223297119,0.96875
Large marble looking building with a steeple top.,Large rectangular looking building with a steeple top.,marble,rectangular,0.1,large ! looking building with a steeple top.,0.03818917274475098,1.0
Large rectangular looking building with a steeple top.,Large marble looking building with a steeple top.,rectangular,marble,0.1,large ! looking building with a steeple top.,-0.03818917274475098,0.984375
Life with indefinite end because of bright light,Toilet with indefinite end because of bright light,Life,Toilet,0.0,! with indefinite end because of bright light,-0.16838747262954712,0.0
Locomotive pulling cars on tracks in outdoor area.,Police pulling cars on tracks in outdoor area.,Locomotive,Police,0.0,! pulling cars on tracks in outdoor area.,0.010294020175933838,0.328125
Many oranges have been placed inside a bowl.,Many oranges have been placed inside a refrigerator.,bowl.,refrigerator.,0.8,many oranges have been placed inside a !,-0.0022324323654174805,0.9375
Many oranges have been placed inside a refrigerator.,Many oranges have been placed inside a bowl.,refrigerator.,bowl.,0.3,many oranges have been placed inside a !,0.0022324323654174805,0.78125
Many umbrellas shade the beach from the sun.,Many umbrellas shade the city from the sun.,beach,city,0.2,many umbrellas shade the ! from the sun.,-0.05394864082336426,0.890625
Many umbrellas shade the city from the sun.,Many umbrellas shade the beach from the sun.,city,beach,0.4,many umbrellas shade the ! from the sun.,0.05394864082336426,0.96875
Man and his motorcycle flying through the air.,Man and his wife flying through the air.,motorcycle,wife,0.0,man and his ! flying through the air.,0.13267862796783447,0.796875
Man and his wife flying through the air.,Man and his motorcycle flying through the air.,wife,motorcycle,0.2,man and his ! flying through the air.,-0.13267862796783447,0.671875
Man plays catch while camping in the sun,lady plays catch while camping in the sun,Man,lady,0.0,! plays catch while camping in the sun,0.003775656223297119,0.9375
Man sitting for a majestic scenic photo ,Snowboarder sitting for a majestic scenic photo ,Man,Snowboarder,0.2,! sitting for a majestic scenic photo,-0.19448930025100708,0.78125
Meat and broccoli are sitting on a plate.,Chicken and broccoli are sitting on a plate.,Meat,Chicken,0.0,! and broccoli are sitting on a plate.,-0.023772239685058594,1.0
Men in an industrial kitchen preparing various items.,Working in an industrial kitchen preparing various items.,Men,Working,0.2,! in a industrial kitchen preparing various items.,0.10332852602005005,1.0
Men standing on a tennis court playing tennis.,Woman standing on a tennis court playing tennis.,Men,Woman,0.4,! standing on a tennis court playing tennis.,-0.0032608509063720703,0.796875
Monkey standing behind two zebras as they graze.,Children standing behind two zebras as they graze.,Monkey,Children,0.1,! standing behind two zebras as they graze.,-0.025431513786315918,0.0625
Mouse a keyboard sitting on a work bench.,Mouse a man sitting on a work bench.,keyboard,man,0.0,mouse a ! sitting on a work bench.,0.00962066650390625,0.0625
Mouse a man sitting on a work bench.,Mouse a keyboard sitting on a work bench.,man,keyboard,0.3,mouse a ! sitting on a work bench.,-0.00962066650390625,0.703125
Multiple pumpkins and a mural on the wall.,Multiple pumpkins and a skeleton on the wall.,mural,skeleton,0.0,multiple pumpkins and a ! on the wall.,0.03333079814910889,0.625
Multiple pumpkins and a skeleton on the wall.,Multiple pumpkins and a mural on the wall.,skeleton,mural,0.0,multiple pumpkins and a ! on the wall.,-0.03333079814910889,0.953125
Open area food court with colorful umbrellas. ,Open area food stalls with colorful umbrellas. ,court,stalls,0.0,open area food ! with colorful umbrellas.,-0.019788026809692383,1.0
Open area food stalls with colorful umbrellas. ,Open area food court with colorful umbrellas. ,stalls,court,0.0,open area food ! with colorful umbrellas.,0.019788026809692383,1.0
part of a sandwich sitting on a table,Picture of a sandwich sitting on a table,part,Picture,0.0,! of a sandwich sitting on a table,-0.03450137376785278,0.640625
People are playing some video games on television.,People are playing some video games on Twitch.,television.,Twitch.,0.0,people are playing some video games on !,0.03329312801361084,0.015625
People are playing some video games on Twitch.,People are playing some video games on television.,Twitch.,television.,0.5,people are playing some video games on !,-0.03329312801361084,1.0
People are riding their horses in the parade.,People are riding their horses in the streets.,parade.,streets.,0.0,people are riding their horses in the !,0.03674876689910889,1.0
People are riding their horses in the streets.,People are riding their horses in the parade.,streets.,parade.,0.0,people are riding their horses in the !,-0.03674876689910889,1.0
People are standing by a small freight train.,People are standing by a small passenger train.,freight,passenger,0.0,people are standing by a small ! train.,0.0381583571434021,0.984375
People are standing by a small passenger train.,People are standing by a small freight train.,passenger,freight,0.1,people are standing by a small ! train.,-0.0381583571434021,0.453125
People are standing near an airport security kiosk.,People are standing near an airport ticket kiosk.,security,ticket,0.0,people are standing near a airport ! kiosk.,0.022311806678771973,1.0
People are standing near an airport ticket kiosk.,People are standing near an airport security kiosk.,ticket,security,0.0,people are standing near a airport ! kiosk.,-0.022311806678771973,1.0
PEOPLE CELEBRATING WITH CHOCOLATE CAKE AND FIRE ,PEOPLE CELEBRATING WITH CHOCOLATE CAKE AND WINE ,FIRE,WINE,0.7,people celebrating with chocolate cake and !,0.008796870708465576,0.984375
PEOPLE CELEBRATING WITH CHOCOLATE CAKE AND WINE ,PEOPLE CELEBRATING WITH CHOCOLATE CAKE AND FIRE ,WINE,FIRE,0.0,people celebrating with chocolate cake and !,-0.008796870708465576,0.96875
People in the cockpit and parachutes overhead.  ,People in the water and parachutes overhead.  ,cockpit,water,0.0,people in the ! and parachutes overhead.,0.15964281558990479,0.953125
People in the water and parachutes overhead.  ,People in the cockpit and parachutes overhead.  ,water,cockpit,0.0,people in the ! and parachutes overhead.,-0.15964281558990479,0.28125
People sitting near a colorful striped canvas bag.,People sitting near a colorful striped canvas tent.,bag.,tent.,0.7,people sitting near a colorful striped canvas !,-0.03397965431213379,0.984375
People sitting near a colorful striped canvas tent.,People sitting near a colorful striped canvas bag.,tent.,bag.,0.9,people sitting near a colorful striped canvas !,0.03397965431213379,0.953125
People walking down a sidewalk passing Chinese restaurants.,People walking down a street passing Chinese restaurants.,sidewalk,street,0.0,people walking down a ! passing chinese restaurants.,0.022480130195617676,1.0
People walking down a street passing Chinese restaurants.,People walking down a sidewalk passing Chinese restaurants.,street,sidewalk,0.0,people walking down a ! passing chinese restaurants.,-0.022480130195617676,0.984375
People with drinks standing around a deserted island.,People with drinks standing around a kitchen island.,deserted,kitchen,0.0,people with drinks standing around a ! island.,-0.04418748617172241,1.0
People with drinks standing around a kitchen island.,People with drinks standing around a deserted island.,kitchen,deserted,0.0,people with drinks standing around a ! island.,0.04418748617172241,0.0
Person in a green bikini fling a kite.,Person in a green park fling a kite.,bikini,park,0.2,person in a green ! fling a kite.,0.0038930177688598633,1.0
Person in a green park fling a kite.,Person in a green bikini fling a kite.,park,bikini,0.0,person in a green ! fling a kite.,-0.0038930177688598633,0.796875
Picture of a sandwich sitting on a table,part of a sandwich sitting on a table,Picture,part,0.0,! of a sandwich sitting on a table,0.03450137376785278,0.84375
Pizza with everything on it sitting on counter.  , fridge with everything on it sitting on counter.  ,Pizza,fridge,0.0,! with everything on it sitting on counter.,-0.03333413600921631,0.1875
Police pulling cars on tracks in outdoor area.,Locomotive pulling cars on tracks in outdoor area.,Police,Locomotive,1.0,! pulling cars on tracks in outdoor area.,-0.010294020175933838,1.0
Red double decker bus waiting to load passengers,Red double speed bus waiting to load passengers,decker,speed,0.0,red double ! bus waiting to load passengers,0.04483377933502197,0.390625
Red double speed bus waiting to load passengers,Red double decker bus waiting to load passengers,speed,decker,0.2,red double ! bus waiting to load passengers,-0.04483377933502197,0.328125
"Rural train depot, level crossing and buildings ","Rural train tracks, level crossing and buildings ","depot,","tracks,",0.2,rural train ! level crossing and buildings,0.01172327995300293,1.0
"Rural train tracks, level crossing and buildings ","Rural train depot, level crossing and buildings ","tracks,","depot,",0.0,rural train ! level crossing and buildings,-0.01172327995300293,0.921875
Several animals walking and grazing on a farm. ,Several animals walking and grazing on a pasture. ,farm.,pasture.,0.1,several animals walking and grazing on a !,0.01745915412902832,1.0
Several animals walking and grazing on a pasture. ,Several animals walking and grazing on a farm. ,pasture.,farm.,0.0,several animals walking and grazing on a !,-0.01745915412902832,1.0
Several apples and pears sit on a shelf.,Several apples and pears sit on a surface.,shelf.,surface.,0.2,several apples and pears sit on a !,0.03474116325378418,1.0
Several apples and pears sit on a surface.,Several apples and pears sit on a shelf.,surface.,shelf.,0.0,several apples and pears sit on a !,-0.03474116325378418,0.96875
Several birds are walking along a muddy field.,Several birds are walking along a muddy trail.,field.,trail.,0.0,several birds are walking along a muddy !,-0.0010204315185546875,0.890625
Several birds are walking along a muddy trail.,Several birds are walking along a muddy field.,trail.,field.,0.0,several birds are walking along a muddy !,0.0010204315185546875,0.984375
several people hold umbrellas in a rain storm,several people hold umbrellas in a tropical storm,rain,tropical,0.0,several people hold umbrellas in a ! storm,-0.0015169382095336914,0.65625
several people hold umbrellas in a tropical storm,several people hold umbrellas in a rain storm,tropical,rain,0.7,several people hold umbrellas in a ! storm,0.0015169382095336914,0.984375
Shaggy Bear gets dinner served on a plate.,Shaggy dog gets dinner served on a plate.,Bear,dog,0.4,shaggy ! gets dinner served on a plate.,-0.024093806743621826,0.890625
Shaggy dog gets dinner served on a plate.,Shaggy Bear gets dinner served on a plate.,dog,Bear,0.1,shaggy ! gets dinner served on a plate.,0.024093806743621826,0.828125
Sheep graze in a lushly green mountain meadow,Children graze in a lushly green mountain meadow,Sheep,Children,0.0,! graze in a lushly green mountain meadow,-0.02256178855895996,0.90625
Skateboarder performing aerial maneuvers on partly cloudy day.,Skateboarder performing aerial trick on partly cloudy day.,maneuvers,trick,0.0,skateboarder performing aerial ! on partly cloudy day.,0.06475961208343506,0.96875
Skateboarder performing aerial trick on partly cloudy day.,Skateboarder performing aerial maneuvers on partly cloudy day.,trick,maneuvers,0.0,skateboarder performing aerial ! on partly cloudy day.,-0.06475961208343506,1.0
Skier on a snowy mountain carrying a backpack.,Snow on a snowy mountain carrying a backpack.,Skier,Snow,0.0,! on a snowy mountain carrying a backpack.,-0.005322396755218506,0.96875
Small bathroom with a toilet and a sink.,Small kitchen with a toilet and a sink.,bathroom,kitchen,0.0,small ! with a toilet and a sink.,-0.005261361598968506,0.234375
Small boats are traveling through the small river,Small boats are traveling through the small waterways,river,waterways,0.0,small boats are traveling through the small !,-0.01875162124633789,0.921875
Small boats are traveling through the small waterways,Small boats are traveling through the small river,waterways,river,0.0,small boats are traveling through the small !,0.01875162124633789,0.9375
Small children eating fruit sitting on a rock. ,Small monkey eating fruit sitting on a rock. ,children,monkey,0.9,small ! eating fruit sitting on a rock.,-0.03244882822036743,0.9375
